,ERR594391,ERR594354,ERR594389,ERR599121,ERR599118,ERR594392,ERR594380,ERR594404,ERR599023,ERR594415,ERR599122,ERR594364,ERR594355,ERR594379,ERR599110,ERR599133,ERR599146,ERR599017,ERR599126,ERR594407,ERR599005,ERR599165,ERR594353,ERR598984,ERR594382,ERR594377,ERR594412,ERR594362,ERR594359,ERR599148,ERR594409,ERR599173,ERR594388,ERR599150,ERR598982,ERR599144,ERR594385,ERR599006,ERR599044,ERR599174,ERR599065,ERR594411
ERR594412__vRhyme_unbinned_140,0,0,0,0,0,0,0,0,0,0,0,0,0.26583824,0,0,0,0,0,0,0,0,0,0,0,0.17519139,0,19.200266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594379__vRhyme_unbinned_996,0,0,0,0,0,0,0,0,0,0.20423318,0,0,0,17.725836,0,2.6878326,0,0,0,0,0,0,0,0.11146851,0,0,0,0,0,0,0,0,0.23683584,0,0,0,0.05658804,0,0,0,0,0
ERR594353__vRhyme_unbinned_430,0.8857111,0,0,0,0,0,0,0,0,2.0289366,0,0,0,0,0,0,0,0,0,0,0,0,19.917564,0,0.6288695,0,0.21556751,0,0.9082548,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594389__vRhyme_unbinned_34,0,0,5.6981936,0,0,2.1242895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.917887,0,1.4027469,5.3526044,9.605156,0,0,0,0,0,0,0,0.06491283,0,0,0,0,0
ERR594388__vRhyme_unbinned_814,0.35599297,0.31831282,0.5127592,0,0,1.9093848,0.0857645,0,0,0.8266432,0,7.975044,0.9048155,5.6793675,0,0,0,0,0,0,0,0,4.9916344,1.572935,0.31121266,1.2383128,4.7561336,0.5642179,0.22727592,0,0.25982425,0,34.155922,0,0,0,2.1177504,0,0,0,0,0.20056239
ERR594404__vRhyme_unbinned_3,0,0,0,0,0,0,0,37.689278,0,0,0.109451495,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6695294,0,0,0,0,0,22.539207,0,0,0,0,13.566384,0,0,0,0,0,0
ERR594359__vRhyme_unbinned_116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7716446,0,5.4691334,0,0,0,7.012119,0,0,0,0,0,0,0,0,0,0,0,0,0.13072218
ERR594391__vRhyme_unbinned_501,13.959994,0,1.4559548,0,0,0,0,0,0,20.566576,0,0,0,0,0,0,0,0,0,0,0,0,0.15594824,0,0,0,0,2.0953164,0,0,0,0,0,0,0,0,0,0,0,0.061157458,0,0
ERR598984__vRhyme_unbinned_231,0.11600275,0.33844036,0.08401601,0,0,0.91629666,0,0,0,0.10690388,0,23.728628,1.148865,0,0,0,0,0,0,0,0.51366395,0,0.2115565,14.107592,0.44349948,0,0.15702583,0.13326246,0.35382402,0,0,0,2.0697892,0,0,0,0.4993434,0,0,0,0,0.45175412
ERR594354__vRhyme_unbinned_332,0.27704382,25.423761,0.06794477,0,0.09446707,1.5821992,0,0,0,0.7756035,0,3.6874938,24.74342,0.6536207,0,0,0,0,0.8504023,0,0,0,1.005066,0.6814344,0.7553392,0,6.1311216,0,0.6526274,0.62610507,0,0,4.994636,0,0,0,3.9716897,0,0,0,0.23373398,1.8428528
ERR594404__vRhyme_unbinned_528,0.2599594,0,2.952019,0,0,0,0,17.242048,0,0.14367245,0.38847283,0.2619445,0,0,0,0,0,0,0,0,0,0,0.43796527,0.1605459,0.3239567,0.67342657,1.0623957,3.0067675,0,0,6.783352,0,0,0,0,3.4491541,0,0,0,0,0,0
ERR598982__vRhyme_unbinned_16,0,0,0.9785598,0,0,0,0,0,9.0471115,0,0,0,0,0,11.90057,0.76830757,20.556469,0,0,0,0,0,0,0,0,0,0,0.2224166,0,0,0,34.01062,0,14.991212,20.486006,0.109601304,0,0,0,0,0,0
ERR594379__vRhyme_unbinned_986,1.8012288,0,0.07490381,0,0,0.24711432,0,0,0,15.039035,0,0,1.8940673,86.06094,0,0.10915974,0,0,0,0,0,0,0,0,0.19864714,0,0,0,0.124239795,0,0,0,5.9738116,0,0,0,6.4596624,0,0,0,0,0
ERR594412__vRhyme_unbinned_184,0.06275922,0.13097577,0.14450993,0,0.5915739,0.16459288,4.110565,0,0,0,0,0,3.3332243,0,0,0,0,0,0,0,0,0,7.393364,0,0,0,48.867607,0.22309539,0,0,0,0,0.2710107,0,0,0,0.8674962,0,0,0,0.7609692,0
ERR594389__vRhyme_unbinned_564,3.6192276,0,27.39216,0,0.57299995,0.07598004,0,0,0,0.7471047,0,0,0.06144304,0,0,0,0.2032272,0,0,0,0,0,0,0,0.18428066,0,1.7088239,9.599458,0.15821098,0,0,0.20041673,0,0,0,0,0,0.14134806,0,0,0.094490476,0
ERR594353__vRhyme_unbinned_1085,0,0,0,0,0,0,0.1534795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22947964,31.64005,0,0,0,5.9517765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594407__vRhyme_unbinned_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0668797,0,0,0,0,0,0,0,0,0,0,0,0,4.912583,0,0,0,0,0,0,0,0,0
ERR599165__vRhyme_bin_3,0,0,0,0,4.746137,0,0,0,9.553942,0,0,0,0,0,3.9545627,0.24605715,2.9378018,18.325737,0,0,0,52.26337,0,0.3844061,0,0,0,0,0,6.4797764,0,1.0494529,0,4.3274603,0.18845661,0,0,1.0790025,0,22.721752,12.378332,0
ERR594364__vRhyme_unbinned_283,0.99273175,11.675388,0.6448619,0,0,8.7403555,0,0,0,0.990719,0,27.11495,11.235156,2.2517052,0,0,0,0,0.7021134,0,0.68858325,0,3.093369,14.970256,2.9414067,0,5.605278,0.5266689,3.6313317,0.5868277,0,0,101.036674,0,0,0,10.271945,0,0,0,0,6.7791567
ERR594379__vRhyme_unbinned_776,0,0,0.18252441,0,0,0,0,0,0,0,0,0,0,6.326332,0,140.23686,0,0,0,0,1.4918988,0,0,1.1137586,0,0,0,0,0,0.2237048,0,0,0,0,0,0,0,0.13386323,0,0,0,0
ERR594354__vRhyme_unbinned_801,97.099945,73.99853,0,0,0,53.74968,0,4.7406588,0,2.20127,0,32.750507,22.845942,0,0,0,0,0,0,27.767715,0,0,6.292196,0,0,0,21.7217,0,0,0,0.17237253,0,21.923983,0,0,0,0,0,0,0,0,19.26523
ERR594411__vRhyme_unbinned_193,4.8870387,1.0384806,1.4172632,0,0,0.78902984,0.44072,0.63602865,0,3.814896,0,1.0670398,1.6719581,4.604351,0,0,0,0,0.112181984,0,0,0,0.9261569,0.57231945,0.89603853,0,9.605272,1.7050529,1.0295514,0,0,0,2.5981858,0,0,0,1.3648218,0.65254056,0,0,0.20111969,26.548437
ERR594412__vRhyme_unbinned_292,3.2959278,0,0,0,0,0,0,0,0.16366172,0,0,0.56550795,1.2345304,0,0,0,0,0,0,0,0,0,0,0,0,0,22.381508,0,0.13164094,0,0,0,0,0,0,0,0,0,2.0283186,0,0,0.060627915
ERR594404__vRhyme_unbinned_402,0,0,0,0,0,0,0,17.08514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14444067,0,0,0,0,0,0,0,0,0,0,4.4082966,0,0,0,0,0,0
ERR594391__vRhyme_unbinned_581,26.248474,0.1567133,25.337011,0,0,0.9574944,0,0.361544,0,31.455011,0,0,0.976984,4.841315,0,0,0,0,0,0,0,0,0.99173397,0,0.706973,0.06832746,0.15318698,18.97812,0.58635724,0,1.7784855,0,1.0160012,0,0,0,0.9164297,0,0,0,0,1.9672014
ERR594379__vRhyme_unbinned_259,0.7165012,0,0.280791,0,0,0.67809963,0,0,0,0.3231312,0,0,0,54.784607,0,20.008615,0,0,0,0,0.47805038,0,0.2636416,0.4890457,0,0,0.13818003,0,0.100188725,0,0,0,0,0.20292115,0,0,0.085993275,0,0,0,0.114138015,0
ERR594392__vRhyme_unbinned_481,0,1.5624449,0.15023379,0,0,16.11425,0,0,0,0.46181473,0,0,0.8948296,0.21447448,0,0,0,0,0,0,0,0,1.2364979,0,5.4740124,0,0.08782273,0.46981093,5.094938,0,0,0,0.3482415,0,0,0,40.289017,0,0,0,0,0.25811478
ERR594364__vRhyme_unbinned_548,0.41706055,0.7114017,0.087114014,0,0,1.5446835,0,0,0,0.29306003,0,19.173521,0.13862261,0.12554666,0,0,0,0,0,0,0.13394001,0,0.8065998,7.8855853,0.39771172,0,0.6362592,0.078941554,0.35097408,0,0,0,1.1866413,0,0,0,0.36201793,0,0,0,0,0
ERR594377__vRhyme_unbinned_572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.220554,0,0,0,0,0.34350887,0,0,0,0,0,0,0,0,0,0,0
ERR594385__vRhyme_unbinned_39,1.1935968,0.8417989,3.5450191,0,0,26.806591,0,0,0,1.5083091,0,0.17209652,0.6282978,0,0,0,0,0,0,0,0,0,0,0,6.2039247,0,0.15576002,2.1285326,5.927143,0,0,0,0.9166275,0,0,0,32.612804,0,0,0,0,0.29274246
ERR594391__vRhyme_unbinned_562,48.53985,12.491873,10.570115,0,0,2.9037104,0,0.18226656,0,109.83869,0,1.2302432,9.280462,0.40645668,0,0,0,0,0.37719986,0,0,0,13.141688,0.22609574,0.60654634,0,1.4765161,6.991929,0.48907074,0.4471472,0,0,3.6396143,0,0,0,1.8195269,0,0,0,0,6.611927
ERR594379__vRhyme_unbinned_373,0.1069304,0,0.0798488,0,0,0,0,0,0,0.092369474,0,0.07353478,0.46932113,43.824753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1430964,0,0,0,0.08141658,0,0,0,0,0.39653802
ERR594404__vRhyme_unbinned_505,0,0,0.85230213,0,0,0,0,12.590102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29211932,0,0,1.0308673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25737196
ERR594412__vRhyme_unbinned_843,0,0,0,0,0.4430648,1.7269279,0,0,0,0,0,0,2.102561,0,0,0,0,0,0,0,0,0,0.33885446,0,0,0,37.18434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594389__vRhyme_unbinned_204,0,0,8.690235,0,0,0,0,0.31182566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19959995,0,9.2069645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR598984__vRhyme_unbinned_93,0.14371705,1.0260051,0,0,0,1.3484932,0,0,0,0.114013694,0,22.274216,1.2580848,4.0835233,0,0,0,0,0,0,0.06778661,0,0.76618934,5.0161695,0,0,0.17747265,0,0,0,0,0,22.898773,0,0,0,0.11503659,0,0,0,0,1.5738059
ERR594389__vRhyme_unbinned_32,18.727282,4.5420346,22.383186,0,0,4.097774,0,0,0,10.393948,0,5.9690027,4.9274282,0.5189478,0,0,0,0,0.16703458,0,0.10034952,0,2.9737859,2.3333333,0.42981973,0,4.5737677,20.76343,0.43984547,0.8729765,0,0,5.9202538,0,0,0,2.1144223,1.25,0,0,0,12.5962105
ERR594362__vRhyme_unbinned_412,2.8743274,7.071705,5.313551,0,0,5.588265,0,0.72209144,0,0,0,1.2572293,2.4150975,0,0,0,0,0,0.15038669,1.3253194,0,0,1.6501344,0,1.9036651,0,6.034886,11.31767,0.20637189,0.22478144,0,0,3.509415,0,0,0,0,0,0,0,0,1.1962844
ERR594362__vRhyme_unbinned_280,3.07654,0,6.0763235,0,0,0,0,0.06365703,0,1.3789109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855256,7.5477967,0,0,0,0,0,0,0,0,0,0,0,0.061600085,0,0
ERR594389__vRhyme_bin_36,0.5176859,0,21.586313,0,0,0.43909854,0,2.1721492,0,0.79841083,0,0,0.21950226,0.1604501,0,0,0,0,0,0,0,0,0.1686544,0,1.045441,0,0,9.169814,0.9046358,0,0,1.1944818,0,0,0.18594064,0.9985974,0.42871583,0,0,0,0,0.23029244
ERR594391__vRhyme_bin_50,12.833798,0.17314151,2.6916652,0,0,0.3202753,0,0,0,22.938622,0,0,0.66932386,1.8243723,0,0,0,0,0,0,0,0,2.315554,0,0.11682091,0,0,1.9822947,0.13621978,0,0.357083,0,0.3028209,0,0,0,0.6998078,0,0,0,0,0.9904716
ERR594353__vRhyme_unbinned_124,2.0218947,17.25356,2.565684,0,3.4074957,19.86944,0,0,4.768874,1.3354818,0,25.826458,11.437432,1.2000731,0.79136527,0.53961444,4.069494,0.21948592,17.41475,0,9.988552,0.774646,39.547886,37.58148,3.7125788,0,14.993901,0.67000157,4.8550487,15.262756,0,0,3.0762851,10.989361,0,0,17.56072,5.9622326,0,0.25071186,10.869728,5.376539
ERR594377__vRhyme_unbinned_576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.856913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594391__vRhyme_unbinned_799,17.097176,0,14.01113,0,0,0,0,0.11421233,0,62.83399,0,0,0,0,0,0,0,0,0,0,0,0,0.059760273,0,0,4.250086,0,15.064555,0,0,2.4997432,0,0,0,0,0,0.12440068,0,0,0,0,0
ERR594377__vRhyme_unbinned_230,0,0,0,30.374943,0,0,0,0,0,0,9.694108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.887218,0,0,0,0,1.2938468,0,0,0,0,0,0,0,0,0,0,0
ERR594389__vRhyme_unbinned_23,0,0,6.283095,0,0,0,0,0.10905005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.162059,0,0,0.059751008,0.06963222,0,0,0,0,0,0,0,0,0,0
ERR594354__vRhyme_unbinned_375,0.081301674,19.300297,0,0,0,3.469578,0,0,0,0.17150731,0,9.2976465,9.974242,0.55119777,0,0,0,0,2.4436083,0,0.30464277,0,0.12889549,8.048866,2.0982616,0,5.01431,0,2.9619462,2.2916048,0,0,5.071868,0,0,0,3.6237016,0.16270936,0,0,0,2.768815
ERR594392__vRhyme_unbinned_588,0,0.082020506,0,0,0,7.752313,0,0,0,0.12946987,0,1.5924606,0.97024256,0,0,0,0,0,0,0,0,0,0.18167041,0.31807953,11.318455,0,0,0.13247062,11.877282,0,0,0,7.1339083,0,0,0,0.7757564,0,0,0,0,1.0810828
ERR594379__vRhyme_unbinned_551,0.3928267,0,0.95846456,0,0,0,0,0,0,1.7317796,0,0,0.40353477,14.7383375,0,0,0,0,0,0,0,0,0.20460187,0,0,0,0,0.8982549,0,0,0,0,0,0,0,0,0.24769351,0,0,0,0,0
ERR594355__vRhyme_unbinned_94,0.13692947,1.8055915,0.55445206,0,0,3.6407046,0,0,0,0.09924495,0,0,10.592953,0,0,0,0,0,0,0,0,0,0.31120333,0,0.30202028,0,0.31671315,0.4235086,0.298211,0.06849874,0,0,0,0,0,0,0.6930821,0.39779606,0,0,0,3.379226
ERR594392__vRhyme_bin_32,0.38214144,0.29219836,0.84550416,0,0,7.2721543,0,0,0.10244117,0.33132803,0,0.2286176,0.8027492,0,0,0,0,0,0.08906957,0,0,0,0.32159486,0,1.7936531,0,0.3018199,1.4210544,2.4705675,0.7506682,0,0,0,0.5095657,0,0,5.8962913,0,0,0,0,0
ERR594355__vRhyme_unbinned_438,0.18772271,0.7772919,0.35851958,0,0,1.2890346,0,0,0.5714286,0.425575,0,0,11.714529,0,0,0,0.16302235,0,0,0,0,0,0,0,0.3845157,0,0,0.13556851,0.3649174,5.55264,0,0,0,0.82580173,0,0,0.57094264,3.223275,0,0,0,0.5021866
ERR594379__vRhyme_bin_142,0.1977633,0.0680022,0.07132808,0,0,0.8936497,0,0,0,0.47788906,0,0.7902752,0.58193785,10.486771,0,0.33254886,0,0,0,0,0,0,1.3065578,0.36384323,0.07350644,0,0,0.0635288,0.17464423,0,0,0,2.012532,0,0,0,1.1082045,0,0,0,0,0.31693086
ERR594411__vRhyme_unbinned_60,0.13317846,2.4018586,0.0765219,0,0,0.23572919,0,0,0,0.31713447,0,0,10.666603,0,0,0,0,0,0,0,0,0,0,0,0.11065807,0,0.9995733,0.102930024,0.23667741,0,0,0,0.42637017,0,0,0,1.1653707,0.14612176,0,0,0,17.159538
ERR594377__vRhyme_unbinned_195,0,0,0,0.45535648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594385__vRhyme_unbinned_434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.008611,0,0,0,0,0
ERR594412__vRhyme_unbinned_488,0,0,0,0,0,0,0.2586424,0,0,0,0,0,0.2323846,0,0,0,0,0,0,0,0,0,1.1407342,0,0,0,14.154146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594362__vRhyme_unbinned_18,0,0,12.08741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.60985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_608,0,0,0,0,0,0,0,0,0,0,0,0,0.40678617,0,0,0,0,0,0,0,0,0,0,0,0,0,19.79036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594364__vRhyme_unbinned_427,0.18427779,0.364061,0.2806028,0,0,15.521371,0,0,0,0.12276372,0,51.98255,0.502071,4.455098,0,0,0,0,0,0,0.14832114,0,0.38115802,10.909404,1.1069005,0,0.8816427,0.24191417,1.2792809,0,0,0,78.67604,0,0,0,1.0660087,0,0,0,0,0.30660087
ERR594359__vRhyme_unbinned_426,3.521938,0.45598924,0.61031854,0,0,4.1899505,0,0,0,15.191028,0,0.6654105,0.90013456,13.29502,0,0,0,0,0,0,0,0,5.027277,0.69564825,14.9353075,0,1.3359354,0.7945267,20.22602,0,0,0,3.205922,0,0,0,41.79686,0,0,0,0,1.0847017
ERR594391__vRhyme_unbinned_574,20.810806,0,27.761097,0,0,0.15728104,0,0.612233,0,11.269091,0,0,0,0,0,0,0,0,0,0,0,0,0.096233085,0,0,0,0,23.31085,0,0,0,0.14062363,0.2666355,0,0,0,0,0,0,0.1035682,0,0.055933837
ERR599148__vRhyme_unbinned_73,0,9.535058,0,0,0,0.22457956,0,0,0,0,0,0,61.179993,0,0,0,0,0,0.15825787,0,0,0,0,0,0,0,0,0,0,20.400604,0,0,0,0,0,0,0,0,0,0,0,0
ERR594382__vRhyme_unbinned_368,0,0,0.1301942,0,2.302464,2.2665484,0,0,0.28826478,0,0,0,0.20474003,0,22.307476,0,65.21852,0,0,0,0,0,0,0,19.384945,0,3.9670076,0.1197536,14.420651,0,0,0,0,4.6432447,0,0,0,3.5868657,0,0,0.2849238,0
ERR594362__vRhyme_unbinned_394,1.2194422,0.87273043,11.025975,0,0,1.1426462,0,0,0,8.335592,0,0,1.9993919,0.72226566,0,0,0,0,0,0,0,0,0.20728,0,0.14855355,0,0,11.846061,0.23203892,0,0,0,0.11154548,0,0,0,6.034141,0,0,0,0,1.1864303
ERR594388__vRhyme_bin_89,0,1.4234543,0.18144432,0,0,0.83016354,0,0,0,0.09437855,0,6.9191103,1.8029897,2.2597938,0,0,0,0,0,0,0,0,0.7585234,1.1797459,0.502323,0,0.9559267,0.10973401,0.45131588,0,0,0,18.995129,0,0,0,0.4207734,0,0,0,0,0.056846093
ERR594411__vRhyme_unbinned_520,0,3.6832604,0,0,0,1.106402,0,0,0,0,0,0.44848078,9.215158,0.34443322,0,0,0,0,0,0,0,0,0,0,0.09362036,0,0.09889001,0,0,0.16638637,0,0,0.32716674,0,0,0,0.45789886,0.87958294,0,0,0,17.056509
ERR594411__vRhyme_unbinned_633,0.48637372,0,0.11540337,0,0,2.6676059,0,0,0,0.21374005,0,0,0.26076826,0,0,0,0,0,0,0,0,0,0,0,0.43501112,0,0,0.06723736,0.27989382,0,0,0,0,0,0,0,0,1.6436583,0,0,0,62.082787
ERR594388__vRhyme_unbinned_474,0,0,0,0,0,0.07605512,0,0,0,0,0,58.411415,0.42128676,0.64402735,0,0,0,0,0,0,0.30085713,0,0,14.334491,0.08907454,0,10.449604,0,0.10426386,0,0,0,174.68959,0,0,0,0,0,0,0,0,0.7404795
ERR594379__vRhyme_unbinned_401,0.30145574,0.14496563,0,0,0,0,0,0,0,1.5558027,0,0.23379162,4.7668147,41.135597,0,0,0,0,0.51927483,0,0,0,0,0.12838657,0,0,0,0,0,0.15965764,0,0,1.299973,0,0,0,1.0834345,0,0,0,0,0
ERR594379__vRhyme_unbinned_497,0,0,0,0,0,0.1997434,0,0,0,0.06219191,0,0,0.86008507,68.394966,0,0,0,0,0,0,0,0,0,0.14335877,0.68404347,0,0,0,1.0155311,0,0,0,0.8777095,0,0,0,0.97204405,0,0,0,0,0
ERR594404__vRhyme_unbinned_679,0,0,0.29237083,0,1.242234,0,0,13.635281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1614357,0.6789796,0.107757926,0,1.786496,0,0,0,0,0.15507807,0,0,0,29.799452,0,0.104860775,0,0,2.695799,0
ERR594382__vRhyme_unbinned_162,0,0,0,0,0,8.879492,0,0,0,0,0,0,0,0,0.7565941,0,0.80959445,0,0,0,0,0,0.13237718,0,14.93175,0,0,0,6.4080944,0,0,0,0,0.24085064,0,0,1.5745962,0,0,0,0,0
ERR594388__vRhyme_unbinned_326,0,0,0,0,0,0.10636693,0,0,0,0,0,7.8032103,0,2.170521,0,0,0,0,0,0,0,0,0,3.274841,0.088034615,0,0.34975043,0,0.16272847,0,0,0,30.68582,0,0,0,3.1213775,0,0,0,0,0
ERR594391__vRhyme_unbinned_544,73.43658,19.655218,18.300756,0,0,15.421201,0,0.080633834,0,29.190071,0,16.150574,25.500898,1.7260168,0,0,0,0.9133557,1.1030364,0,0.19428617,0,23.31106,3.970494,4.8527045,0,17.961987,16.935211,4.1021,1.8400593,0.15705253,0,35.90586,0.11497931,0,0,4.702365,1.1508079,0,0.77862775,0,30.797205
ERR594364__vRhyme_unbinned_205,0.06501548,5.0201836,0,0,0,3.0960348,0,0,0,0.16170517,0,18.980234,5.105501,3.9419506,0,0,0,0,1.1555132,0,0.2764944,0,1.3313885,11.763634,3.0058942,0,3.8861039,0,3.8847344,0.55525124,0,0,44.672066,0,0,0,1.5865682,0,0,0,0,0.9658252
ERR599133__vRhyme_unbinned_165,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6363703,0,49.95689,0,0,0,0,0.09096214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_152,0,0.14128166,0,0,0,0,0,0,0,0,0,0,1.6600298,0,0,0,0,0,0,0,0,0,0,0,0,0,30.435589,0,0,0,0,0,0.122444116,0,0,0,0,0,0,0,0,0.05704918
ERR594379__vRhyme_unbinned_612,1.3325571,0,0.36974072,0,0,0.17295451,0,0,0,0.91103864,0,0,0,47.136856,0,9.803524,0,0,0,0,0.5992082,0,3.5961807,1.0354759,0.06908865,0,0,0.13996273,0,0.107669614,0,0,0.18180406,0.09540444,0,0,0.30430058,0,0,0,0,0
ERR594412__vRhyme_unbinned_953,0.19166468,0,2.0478568,0,0,0.1187703,0,0,0,0.3623326,0,0.3236669,0.32303303,0,0,0,0,0,0,0,0,0,1.2965692,0,0,0,17.175264,0.72902304,0,0,0,0,0.14887886,0,0,0,0.20830362,0,0,0,0.3507646,0
ERR594412__vRhyme_unbinned_517,0,0.6829606,0,0,0,0,0,0,0,0,0,0.1815753,2.133485,0,0,0,0,0,0,0,0,0,1.7969522,0.08212943,0,0,22.007719,0,0,0,0,0,1.5245398,0,0,0,0.06758361,0,0,0,0,2.0068276
ERR594385__vRhyme_unbinned_457,0.32811797,49.276775,0,0,0,17.345383,0.26481432,0,0,0.38818452,0,8.674939,48.98975,3.7437282,0,0,0,0,1.5268412,0,0,0,0.8396727,3.9424512,3.2799208,0,9.407607,0,6.074184,0.5439259,0,0,7.9117885,0.10709468,0,0,27.279202,0.45895153,0,0,0.43566227,3.2547433
ERR594364__vRhyme_unbinned_439,0.43848792,9.009693,0,0,0,0.6994482,0,0,0,0.42924246,0,15.492619,9.44833,0.77997315,0,0,0,0,0.20712794,0,0,0,3.3024158,3.8054726,0.19922458,0,0.6833433,0,0.11273486,0.19959737,0,0,9.50932,0,0,0,0.24232031,0.35430956,0,0,0,3.1318223
ERR594353__vRhyme_unbinned_158,0.7109421,0,0,0,0,0,0,0,0,0.95761,0,0.19608608,0.09921332,0.41206685,0,0,0,0,0,0,0,0,44.572266,0.22774853,0,0,0.95767504,0,0.08952604,0,0,0,0,0,0,0,0.0812691,0,0,0,0,0.3603797
ERR594392__vRhyme_unbinned_23,9.040349,2.4107387,0.37574866,0,0,15.148787,0,0,0,13.976463,0,0.8947147,4.8521595,0,0,0,0,0.4520332,1.1250395,0,0.120941475,0,1.0945677,1.3262583,7.205737,0,0.27907956,1.2975727,12.001891,1.7389934,0,0,0.42408323,0.117474,0,0,22.26752,1.0639907,0,0.4283913,0,5.0450773
ERR594353__vRhyme_unbinned_939,26.360292,3.1754441,1.7366772,0,0,0.45924765,0,0,0,74.53741,0,0.19801463,2.1242423,0.35799372,0,0,0,0,0,0,0,0,10.357471,0,0.08474399,0,0,1.0502613,0.06645768,0,0,0,0.43521422,0,0,0,2.883908,0,0,0,0,1.0501567
ERR594392__vRhyme_unbinned_586,0.3495644,0,8.330179,0,0,11.699014,0,0,0,0.3339872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.945307,0,0,9.784169,8.087059,0,0,0,0,0.09525183,0,0,2.4969711,0,0,0,0,0
ERR594377__vRhyme_unbinned_427,0,0,0,6.5427423,0,0,0,0,0,0,3.7327404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7227,0,0,0,0,11.307707,0,0,0,0,0,0,0,0,0,0,0
ERR599148__vRhyme_unbinned_141,0,0,0,0,0,0,0,0,0.5283198,0,0.2921008,0,0,0,0.7764728,5.6220875,0,4.134874,1.0036939,0,43.15268,5.8983707,0,1.6083539,0,0,0,0,0,18.84012,0,0,0,0,0,0,0,0,247.20563,7.5950937,0.36872515,0
ERR594385__vRhyme_bin_7,3.0129638,1.2286505,5.025419,0,0,7.0196643,0,0,0,7.5497756,0,0.944088,2.706134,2.2281828,0,0,0.19476162,0,0.2071865,0,0,0,0.87276185,0.46689916,2.611524,0,1.8877184,2.6526015,3.4197822,0.58928734,0,0,1.1331557,0.6687782,0,0,12.404907,0.4138138,0,0,0,1.5801162
ERR599150__vRhyme_unbinned_65,0,0,0.9310989,0,0,4.4752126,0,0.23499206,29.84894,0,1.5145178,0,0,0,18.316776,0,56.139297,0,0,0,0,0,0,0,2.6779945,0,0,0.31089535,1.3741014,0,0,6.655308,0,51.474747,1.5754832,2.5046215,0,1.26076,0,0,0,0
ERR594355__vRhyme_unbinned_21,0.7707353,13.086397,0.18919118,0,0,0,0,0,0,0.35095587,0,3.0111766,7.3443384,0,0,0,0,0,2.3688235,0,0,0,0,0.6929412,0,0,0,0.11941177,0,1.0453676,0,0,4.1569853,0,0,0,0,0.08536765,0,0,0,0.48602942
ERR594389__vRhyme_unbinned_388,0.14670958,0,26.680168,0,0,2.0914438,0,0,0,0.08844745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84896237,0,0,18.861946,1.8064588,0,0,0,0,0,0,0,0.17900345,0,0,0,0,0
ERR594353__vRhyme_unbinned_263,0,0,0,0,0,5.786269,0,0,0,0,0,0,0,0.28561515,0,0,0,0,0,0,0,1.1260711,27.39001,0,1.3920401,0,0.4826095,0,2.5925846,0,0,0,0.32341245,0,0,0,16.754105,0,0,0,0,0
